Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS020088,MÃOS AMIGAS,"Rua Jornalista José Curvello, 48",Uruguay,41341-530,SALVADOR,2927408,BA,projetoscozinhassolidarias@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",400,600,-12.8850356,-38.4109691
CS020093,COZINHA PARA TODOS,"Estrada do Coqueiro Grande, 16",Fazenda Grande II,41342-315,SALVADOR,2927408,BA,projetoscozinhassolidarias@gmail.com,30.191.570/0001-77,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",500,750,-12.9072220,-38.3962941
CS020100,COZINHA SOLIDARIA SERVIR BOM DEUS KIDS,"Rua Luiz Viana Neto, 390",Periperi,40728-500,SALVADOR,2927408,BA,projetoscozinhassolidarias@gmail.com,,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",400,550,-12.8627314,-38.4712523
CS020101,COZINHA SOLIDARIA TODOS CONTRA A FOME,"Avenida Morada Lagoa, Apto 402",Valeria,41320-085,SALVADOR,2927408,BA,projetoscozinhassolidarias@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",400,500,-12.8540609,-38.4494161
CS020020,SINDICATO DOS TRABALHADORES RURAIS AGRICULTORES E AGRICULTORAS FAMILIARES DE IPAPORANGA-CE,"R PEDRO FARIAS, 4",CENTRO,62215-000,IPAPORANGA,2305654,CE,stripaporanga@yahoo.com,35.045.343/0001-57,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",100,100,-4.8983037,-40.7589870
CS017043,MUTIRÃO DA MENINADA DO VALE VERDE,"RUA MARCELO RAMOS CAMPOS 23, 23",VALE VERDE,36032-007,JUIZ DE FORA,3136702,MG,mutiraodameninadajf@gmail.com,10.444.526/0001-14,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Jovens, Crianças, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",173,50,-21.8049010,-43.3531321
CS018674,COZINHA DO BEM,"RUA EVAN  HOLMES, 172",ALTO DO MATEUS,58090-320,JOÃO PESSOA,2507507,PB,ong.amib@gmail.com,09.155.052/0001-01,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",1600,8,-7.1370763,-34.9152280
CS020133,PRATOS DO AMOR,"Rua Assunção, 19 A",Vila Esperança,41245-020,SALVADOR,2927408,BA,projetoscozinhassolidarias@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,500,-12.9229456,-38.4838890
CS020141,COZINHA SOLIDARIA JEOVA JIRÉ,"Rua Tancredo Neves, 340",Marechal Rondon/Salvador,43700-000,SIMÕES FILHO,2930709,BA,jeovajire.gestao@gmail.com,,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",400,600,-12.8101165,-38.3772754
CS017983,INSTITUTO KEMET,"Rua do Sodré, 435",Dois de Julho,40060-240,SALVADOR,2927408,BA,institutokemetbahia@gmail.com,42.495.305/0001-61,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",833,400,-12.9807009,-38.5157555
CS020158,CORAÇÕES DE ITAPUÃ,"Rua Álvaro Baqueiro, 294",Itapuã,41630-090,SALVADOR,2927408,BA,coracoesdeitapua@outlook.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",485,630,-12.9423934,-38.3625221
CS020155,MULHERES EMPREENDEDORAS DE TRAIRI,"Sítio ilha, 0",Sítio ilha,62690-000,TRAIRI,2313500,CE,frentedemulheresdetrairi@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-3.2762504,-39.2803991
CS020160,MULHERES EM MOVIMENTO DE TRAIRI,"Vila muribeca, 10",Campestre,62690-000,TRAIRI,2313500,CE,frentedemulheresdetrairi@gmail.com,,"Não, a Cozinha encontra-se paralisada, sem atividade",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-3.3242922,-39.3057049
CS018964,FRATERNIDADE ECLÉTICA ESPIRITUALISTA UNIVERSAL,"Rua Joao Koleski, 424",Cidade Industrial,81280-280,CURITIBA,4106902,PR,feeupr@hotmail.com,02.288.017/0014-36,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",480,200,-25.4392544,-49.3516925
CS019264,COZINHA SOLIDÁRIA ELIZIA PIROZI,"Largo da Casa da Paz, 12",Rocinha,22451-264,RIO DE JANEIRO,3304557,RJ,felipebritoigd@gmail.com,59.081.530/0001-54,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",130,200,-22.9885757,-43.2510457
CS019613,COZINHA ANCESTRAL PELEIA DO BEM,"Br 116, Apto 01",Vila Cristina,95124-010,CAXIAS DO SUL,4305108,RS,orunfamilia@gmail.com,26.265.161/0001-09,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",1645,200,-29.3047835,-51.1668007
CS019490,COZINHA POPULAR SOLIDÁRIA  VALE  DA PAZ,"Rua sessenta e quatro, 403",Parque do Janga,53421-361,PAULISTA,2610707,PE,leonardopereiralopes1998@gmail.com,09.423.270/0001-80,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",350,400,-7.9348310,-34.8480019
CS018335,TERREIRO DE SANTA BÁRBARA,"Rua Santo Antonio, 105",GOIA BAL,65026-130,SÃO LUÍS,2111300,MA,mjsp7885@gmail.com,41.172.745/0001-15,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",149,60,-2.5420501,-44.2961917
CS019456,CAAP,"Rua Caetano de Almeida, 30",Méier,20735-310,RIO DE JANEIRO,3304557,RJ,agapeaaae@gmail.com,08.928.524/0001-59,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",90,100,-22.9044570,-43.2913429
CS016662,COZINHA AYO,"Rua Capitão Paca, 47",Sepetiba,23530-420,RIO DE JANEIRO,3304557,RJ,terreirosustentavel@gmail.com,44.578.799/0001-73,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",40,60,-22.9841051,-43.6867498
CS019591,COZINHA MISSIONÁRIA,"Rua Jocum (Linha Terceira Légua), 288",Linha Terceira Légua - Morro Alto - Galopolis,95120-000,CAXIAS DO SUL,4305108,RS,jocumcaxias@gmail.com,32.830.429/0001-00,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",75,60,-29.2228011,-51.1663820
CS019906,LIRIOS DE SÃO JOSÉ,"Rua Jaime Rosa, S/N",Centro,64290-000,ALTOS,2200400,PI,ajpcaltos@gmail.com,07.735.469/0001-18,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",940,150,-5.0365141,-42.4575626
CS020210,CASA CORES,"Rua Manoel Borba, 1788",Centro,56302-070,PETROLINA,2611101,PE,coresmovimentolgbt@gmail.com,36.331.582/0001-36,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Idosos, População LGBTQIA+, Pessoas em situação de rua, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",53,60,-9.4005659,-40.5031032
CS020202,COZINHA ATOS E AMOR,"Praça das Hortências, 40",Condomínio Centro Comercial Alphaville,06453-018,BARUERI,3505708,SP,SUSANABORIN@ATOSEAMOR.COM,40.038.430/0001-17,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Jovens, Crianças, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",669,550,-23.4962615,-46.8528911
CS014545,COZINHANDO COM AMOR/MÃOS QUE ACOLHEM,"Rua dos canudos,, 625/01",Cascata,91712-340,PORTO ALEGRE,4314902,RS,rolacorte@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",575,250,-30.0950968,-51.1715577
CS019742,RESTAURANTE ELAS POR ELAS,"Rua Rio Branco 351 Centro, 351",Centro,65020-490,SÃO LUÍS,2111300,MA,mariahmp3084@gmail.com,48.434.305/0001-38,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",190,100,-2.5279856,-44.2960391
CS017056,COZINHA SOLIDÁRIA DA CAPAJA,"RUA SERRA GRADAUS, 467, 467",São jorge,38410-390,UBERLÂNDIA,3170206,MG,contato@capaja.org.br,00.604.129/0001-09,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",175,350,-18.9631396,-48.2220561
CS020005,COZINHA SOLIDÁRIA DO CENTRO SOCIAL SÃO JOSÉ,"Praça José do Canto Mascarenhas, 50",Lia marcia,28360-000,BOM JESUS DO ITABAPOANA,3300605,RJ,centrosocialsaojosebji@gmail.com,02.338.667/0001-24,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",220,2,-21.1311213,-41.6698099
CS015391,COZINHA SOLIDÁRIA KAMILA AMBRÓSIO,"Rua da misericórdia,687, 687",Cidade alta,59025-470,NATAL,2408102,RN,maossolidariasrn@gmail.com,,"Sim, está funcionando normalmente",Quinzenalmente,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",201,150,-5.7860791,-35.2111393
CS016472,SOPÃO DA DUDU,"Rua Rio Manso, 03",são gonçalo tres,78000-000,CUIABÁ,5103403,MT,luciane0128@gmail.com,56.443.282/0001-56,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",280,1,-15.6247181,-56.0810117
CS019254,ESCOLA DE GASTRONOMIA AUTOSSUSTENTÁVEL,"Rua Doutor Fernando Augusto, 980",Bom Jardim,60543-375,FORTALEZA,2304400,CE,gastronomia@movimentosaudemental.org,03.918.813/0001-53,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",153,100,-3.7932286,-38.6020061
